time;W-power.real.c.ELECTRICITY;W-power.plan.real.c.ELECTRICITY;Wh-energy.soc;W-power.real.secondary
8940;154.0;211.26583145148288;2607.883333333337;0
9000;161.0;243.1294981181495;2610.4500000000035;0
9060;161.0;243.1294981181495;2613.133333333337;0
9120;161.0;243.1294981181495;2615.8166666666702;0
9180;161.0;243.1294981181495;2618.5000000000036;0
9240;213.0;243.1294981181495;2621.183333333337;0
9300;213.0;243.1294981181495;2624.733333333337;0
9360;213.0;243.1294981181495;2628.2833333333374;0
9420;264.0;243.1294981181495;2631.8333333333376;0
9480;264.0;243.1294981181495;2636.2333333333377;0
9540;264.0;243.1294981181495;2640.6333333333378;0
9600;264.0;243.1294981181495;2645.033333333338;0
9660;264.0;243.1294981181495;2649.433333333338;0
9720;264.0;243.1294981181495;2653.833333333338;0
9780;264.0;243.1294981181495;2658.233333333338;0
9840;264.0;243.1294981181495;2662.633333333338;0
9900;277.0;263.5047064514815;2667.0333333333383;0
9960;277.0;263.5047064514815;2671.650000000005;0
10020;277.0;263.5047064514815;2676.266666666672;0
10080;277.0;263.5047064514815;2680.8833333333387;0
10140;277.0;263.5047064514815;2685.5000000000055;0
10200;277.0;263.5047064514815;2690.1166666666722;0
10260;277.0;263.5047064514815;2694.733333333339;0
