time;SmartMeter-House-8: W-power.real.c.ELECTRICITY;Battery-House-8: W-power.real.c.ELECTRICITY;Battery-House-8: Wh-energy.soc;DishWasher-House-8: W-power.real.c.ELECTRICITY;DomesticHotWaterControllerBoiler-House-8: W-power.real.c.ELECTRICITY;DomesticHotWaterControllerBoiler-House-8: Wh-energy.soc;Load-House-8: W-power.real.c.ELECTRICITY;HeatPump-House-8: W-power.real.c.ELECTRICITY;HeatPump-House-8: Wh-energy.soc;PV-House-8: W-power.real.c.ELECTRICITY;WashingMachine-House-8: W-power.real.c.ELECTRICITY
491400;776.0;100;12000;0.0;0.0;0.0;271.0;542.1094204344487;45107.39556195392;-55.48201631947336;0.0
491460;776.0;-100;0;0.0;0.0;0.0;271.0;542.1094204344487;45068.536189982886;-54.76308901885;0.0
491520;776.0;100;12000;0.0;0.0;0.0;271.0;542.1094204344487;45029.67681801185;-54.044754353444176;0.0
491580;776.0;-100;0;0.0;0.0;0.0;271.0;542.1094204344487;44990.81744604082;-53.32704865665168;0.0
491640;776.0;100;12000;0.0;0.0;0.0;271.0;542.1094204344487;44951.958074069786;-52.61001172364758;0.0
491700;776.0;-100;0;0.0;0.0;0.0;271.0;542.1094204344487;44913.09870209875;-51.89368721915594;0.0
491760;776.0;100;12000;0.0;0.0;0.0;271.0;542.1094204344487;44874.23933012772;-51.17812314115608;0.0
491820;776.0;-100;0;0.0;0.0;0.0;271.0;542.1094204344487;44835.379958156685;-50.4633723486137;0.0
491880;776.0;100;12000;0.0;0.0;0.0;271.0;542.1094204344487;44796.52058618565;-49.74949316224395;0.0
491940;776.0;-100;0;0.0;0.0;0.0;271.0;542.1094204344487;44757.66121421462;-49.036550048107074;0.0
492000;777.0;100;12000;0.0;0.0;0.0;323.0;542.1094204344487;44718.801842243585;-48.324847161341815;0.0
492060;777.0;-100;0;0.0;0.0;0.0;323.0;542.1094204344487;44679.94247027255;-47.613971389255056;0.0
492120;777.0;100;12000;0.0;0.0;0.0;323.0;542.1094204344487;44641.08309830152;-46.904243825826505;0.0
492180;777.0;-100;0;0.0;0.0;0.0;323.0;542.1094204344487;44602.223726330485;-46.19576463533627;0.0
492240;777.0;100;12000;0.0;0.0;0.0;323.0;542.1094204344487;44563.36435435945;-45.48864570916301;0.0
492300;753.0;-100;0;0.0;0.0;0.0;323.0;542.1094204344487;44524.50498238842;-44.78301245390857;0.0
